Customer_ID,Age,Gender,Location,Device_Type,Traffic_Source,Session_Count,Return_Customer,Time_of_Day,Time_Spent_on_Site,Pages_Viewed,Product_Category,Product_Category_2,Discount_Code_Used,Payment_Method,Items_in_Cart,Added_to_Cart,Abandonment_Point,Converted,Order_Value
CUST00168,62.0,Female,Riyadh,Mobile,Organic,2.0,Yes,Morning,18.81,2.0,Electronics,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00169,23.0,Male,Abu Dhabi,Mobile,Paid Search,1.0,No,Evening,3.3,1.0,Electronics,nan,No,Digital Wallet,,No,Product Page,No,
CUST00170,31.0,Male,Doha,Desktop,Email,4.0,Yes,Evening,33.79,11.0,Sports,Apparel,No,Credit/Debit Card,3.0,Yes,None,Yes,167.81
CUST00171,15.0,Male,Muscat,Mobile,Email,2.0,Yes,Evening,21.11,5.0,Apparel,Sports,Yes,Cash on Delivery,2.0,Yes,Cart,No,
CUST00172,42.0,Female,Doha,Mobile,Organic,3.0,Yes,Night,30.81,9.0,Home & Kitchen,Grocery,No,Digital Wallet,,No,Product Page,No,
CUST00173,50.0,Female,Sharjah,Mobile,Paid Search,1.0,No,Evening,21.34,8.0,Sports,nan,No,Digital Wallet,,No,Product Page,No,
CUST00174,74.0,Male,Sharjah,Mobile,Social Media,2.0,Yes,Night,5.1,1.0,Home & Kitchen,nan,Yes,Digital Wallet,3.0,Yes,Checkout,No,
CUST00175,51.0,Female,Riyadh,Mobile,Email,2.0,Yes,Morning,102.95864830933277,53.0,Apparel,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00176,31.0,Male,Doha,Desktop,Organic,2.0,Yes,Afternoon,20.64,,Electronics,Sports,Yes,Digital Wallet,,No,Product Page,No,
CUST00177,21.0,Female,Riyadh,Mobile,Email,2.0,Yes,Afternoon,23.52,5.0,Home & Kitchen,nan,No,Cash on Delivery,3.0,Yes,Cart,No,
CUST00178,49.0,Other,Riyadh,Tablet,Organic,7.0,Yes,Afternoon,14.74,5.0,Electronics,nan,No,Cash on Delivery,,No,Product Page,No,
CUST00179,34.0,Female,Dubai,Desktop,Social Media,2.0,Yes,Night,58.51,12.0,Sports,nan,Yes,BNPL,3.0,Yes,Cart,No,
CUST00180,29.0,Female,London,Mobile,Email,5.0,Yes,Night,67.62,15.0,Apparel,Sports,Yes,Digital Wallet,,No,Product Page,No,
CUST00181,54.0,Male,Kuwait City,Mobile,Paid Search,1.0,No,Afternoon,10.02,4.0,Beauty,Grocery,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00182,30.0,Male,Abu Dhabi,Mobile,Organic,4.0,Yes,Night,22.11,6.0,Beauty,Grocery,No,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00183,32.0,Female,Riyadh,Mobile,Referral,1.0,No,Evening,1.96,2.0,Home & Kitchen,Toys,Yes,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00184,40.0,Male,Dubai,Mobile,Email,2.0,Yes,Afternoon,11.33,4.0,Apparel,nan,Yes,Credit/Debit Card,3.0,Yes,None,Yes,136.07
CUST00185,16.0,Male,Dubai,Tablet,Social Media,1.0,No,Evening,16.59,3.0,Apparel,nan,No,Digital Wallet,,No,Product Page,No,
CUST00186,35.0,Female,Dubai,Mobile,Paid Search,1.0,No,Afternoon,11.87,2.0,Books,nan,No,Digital Wallet,,No,Product Page,No,
CUST00187,48.0,Male,Doha,Mobile,Organic,4.0,Yes,Afternoon,26.39,8.0,Electronics,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00188,28.0,Female,Muscat,Desktop,Direct,8.0,Yes,Evening,15.97,5.0,Electronics,nan,No,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00189,49.0,Female,Riyadh,Mobile,Organic,4.0,Yes,Night,26.35,5.0,Home & Kitchen,Grocery,No,Digital Wallet,1.0,Yes,Payment Gateway,No,
CUST00190,56.0,Female,Sharjah,Desktop,Social Media,2.0,Yes,Evening,7.16,3.0,Sports,Books,No,Credit/Debit Card,,No,Product Page,No,
CUST00191,41.0,Female,Abu Dhabi,Mobile,Paid Search,3.0,Yes,Afternoon,8.81,1.0,Apparel,Toys,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00192,42.0,Female,Dubai,Mobile,Organic,4.0,Yes,Morning,26.33,6.0,Beauty,nan,No,Digital Wallet,3.0,Yes,None,Yes,115.77
CUST00193,28.0,Female,Dubai,Mobile,Organic,24.0,Yes,Night,56.81,13.0,Home & Kitchen,Toys,Yes,Credit/Debit Card,4.0,Yes,None,Yes,153.29
CUST00194,63.0,Female,Kuwait City,Desktop,Referral,1.0,No,Evening,145.54916802398492,31.0,Electronics,Books,Yes,Credit/Debit Card,3.0,Yes,None,Yes,473.79
CUST00195,30.0,Male,London,Mobile,Social Media,4.0,Yes,Night,23.5,6.0,Beauty,Grocery,Yes,Credit/Debit Card,3.0,Yes,Payment Gateway,No,
CUST00196,38.0,Female,Sharjah,Tablet,Email,32.0,Yes,Afternoon,17.0,3.0,Sports,Apparel,No,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00197,53.0,Female,Riyadh,Mobile,Social Media,3.0,Yes,Evening,19.56,3.0,Toys,Books,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00198,31.0,Male,Cairo,Mobile,Organic,2.0,Yes,Evening,14.62,5.0,Electronics,Books,Yes,Digital Wallet,,No,Product Page,No,
CUST00199,38.0,Male,Dubai,Mobile,Email,3.0,Yes,Morning,133.9532538259366,72.0,Beauty,nan,Yes,Credit/Debit Card,3.0,Yes,None,Yes,112.03
CUST00200,29.0,Female,Kuwait City,Mobile,Paid Search,1.0,No,Evening,9.36,4.0,Apparel,Toys,No,Credit/Debit Card,3.0,Yes,Payment Gateway,No,
CUST00201,45.0,Male,Riyadh,Mobile,Social Media,1.0,No,Evening,10.63,3.0,Electronics,Home & Kitchen,No,Cash on Delivery,,No,Product Page,No,
CUST00202,51.0,Female,Riyadh,Mobile,Email,4.0,Yes,Evening,30.92,9.0,Home & Kitchen,nan,No,Credit/Debit Card,2.0,Yes,None,Yes,151.95
CUST00203,28.0,Other,Abu Dhabi,Desktop,Organic,3.0,Yes,Night,26.37,5.0,Electronics,Home & Kitchen,Yes,Digital Wallet,2.0,Yes,None,Yes,330.99
CUST00204,23.0,Male,Doha,Mobile,Paid Search,2.0,Yes,Afternoon,155.19627002861017,71.0,Apparel,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00205,20.0,Female,Kuwait City,Mobile,Social Media,,Yes,Evening,18.45,4.0,Apparel,Toys,Yes,BNPL,,No,Product Page,No,
CUST00206,31.0,Male,Dubai,Mobile,Organic,5.0,Yes,Morning,13.89,3.0,Apparel,nan,No,Digital Wallet,,No,Product Page,No,
CUST00207,38.0,Female,Sharjah,Desktop,Direct,3.0,Yes,Morning,21.64,5.0,Home & Kitchen,Grocery,No,Credit/Debit Card,,No,Product Page,No,
CUST00208,55.0,Male,Dubai,Mobile,Paid Search,3.0,Yes,Evening,22.23,5.0,Apparel,Toys,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00209,41.0,Female,Cairo,Mobile,Email,4.0,Yes,Morning,14.82,5.0,Home & Kitchen,Beauty,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00210,39.0,Male,Sharjah,Mobile,Paid Search,3.0,Yes,Evening,12.65,2.0,Electronics,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00211,47.0,Male,Kuwait City,Desktop,Paid Search,1.0,No,Afternoon,12.65,3.0,Beauty,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00212,43.0,Male,Abu Dhabi,Desktop,Paid Search,2.0,Yes,Afternoon,9.18,3.0,Sports,nan,No,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00213,34.0,Male,Dubai,Mobile,Direct,3.0,Yes,Morning,18.42,6.0,Electronics,Books,No,BNPL,,No,Product Page,No,
CUST00214,28.0,Female,Dubai,Mobile,Paid Search,1.0,No,Afternoon,8.33,1.0,Home & Kitchen,Beauty,Yes,Digital Wallet,,No,Product Page,No,
CUST00215,48.0,Male,Abu Dhabi,Desktop,Email,5.0,Yes,Evening,31.51,6.0,Beauty,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00216,43.0,Female,Dubai,Tablet,Social Media,1.0,No,Evening,10.53,1.0,Home & Kitchen,nan,No,BNPL,1.0,Yes,Payment Gateway,No,
CUST00217,25.0,Female,Riyadh,Desktop,Referral,2.0,Yes,Night,26.36,5.0,Apparel,Beauty,No,Cash on Delivery,1.0,Yes,Checkout,No,
CUST00218,41.0,Female,,Tablet,Email,8.0,Yes,Morning,9.78,2.0,Beauty,nan,No,Digital Wallet,2.0,Yes,Cart,No,
CUST00219,32.0,Female,Sharjah,Desktop,Email,2.0,Yes,Evening,18.93,6.0,Electronics,Books,Yes,BNPL,3.0,Yes,None,Yes,501.89
CUST00220,52.0,Female,Abu Dhabi,Desktop,Direct,2.0,Yes,Evening,,1.0,Apparel,nan,No,BNPL,,No,Product Page,No,
CUST00221,29.0,Male,Riyadh,Mobile,Organic,4.0,Yes,Afternoon,38.62,10.0,Home & Kitchen,Grocery,No,BNPL,4.0,Yes,Cart,No,
CUST00222,48.0,Male,Doha,Mobile,Email,2.0,Yes,Evening,23.91,5.0,Electronics,nan,Yes,Credit/Debit Card,3.0,Yes,None,Yes,371.55
CUST00223,56.0,Female,Riyadh,Mobile,Paid Search,3.0,Yes,Evening,13.01,3.0,Home & Kitchen,nan,No,Digital Wallet,3.0,Yes,Checkout,No,
CUST00224,34.0,Female,Mumbai,Desktop,Paid Search,5.0,Yes,Evening,15.18,5.0,Beauty,nan,No,Credit/Debit Card,4.0,Yes,Checkout,No,
CUST00225,37.0,Other,Dubai,Tablet,Organic,4.0,Yes,Evening,27.09,8.0,Beauty,nan,No,Cash on Delivery,,No,Product Page,No,
CUST00226,42.0,Male,Abu Dhabi,Mobile,Social Media,1.0,No,Evening,7.6,2.0,Electronics,nan,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00227,40.0,Male,Abu Dhabi,Mobile,Social Media,1.0,No,Evening,21.94,4.0,Toys,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00228,25.0,Male,Abu Dhabi,Mobile,Social Media,1.0,No,Evening,10.26,3.0,Home & Kitchen,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00229,34.0,Female,Doha,Mobile,Social Media,1.0,No,Night,34.28,7.0,Apparel,Sports,Yes,Digital Wallet,2.0,Yes,Cart,No,
CUST00230,50.0,Female,Sharjah,Mobile,Organic,3.0,Yes,Afternoon,10.64,1.0,Apparel,nan,Yes,Digital Wallet,3.0,Yes,Cart,No,
CUST00231,36.0,Male,Sharjah,Mobile,Paid Search,2.0,Yes,Afternoon,13.05,4.0,Home & Kitchen,Grocery,No,Credit/Debit Card,2.0,Yes,None,Yes,186.74
CUST00232,55.0,Male,Sharjah,Tablet,Referral,2.0,Yes,Evening,8.85,,Books,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00233,48.0,Female,Mumbai,Mobile,Direct,2.0,Yes,Evening,47.4,11.0,Home & Kitchen,nan,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00234,35.0,Female,London,Mobile,Direct,,Yes,Evening,16.22,7.0,Beauty,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00235,32.0,Male,Abu Dhabi,Mobile,Social Media,1.0,No,Morning,5.44,2.0,Apparel,Toys,No,BNPL,,No,Product Page,No,
CUST00236,27.0,Female,Dubai,Mobile,Organic,3.0,Yes,Evening,12.6,2.0,Apparel,Sports,Yes,Digital Wallet,,No,Product Page,No,
CUST00237,27.0,Female,Muscat,Desktop,Referral,1.0,No,Evening,23.21,5.0,Apparel,Beauty,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00238,36.0,Female,Mumbai,Mobile,Direct,23.0,Yes,Evening,4.5,2.0,Beauty,Apparel,No,BNPL,,No,Product Page,No,
CUST00239,34.0,Female,,Mobile,Email,2.0,Yes,Afternoon,18.64,4.0,Apparel,Sports,Yes,Digital Wallet,2.0,Yes,Cart,No,
CUST00240,36.0,Male,,Mobile,Social Media,1.0,No,Night,6.16,1.0,Electronics,nan,No,Digital Wallet,,No,Product Page,No,
CUST00241,48.0,Male,London,Mobile,Organic,3.0,Yes,Night,19.07,2.0,Apparel,Beauty,No,Cash on Delivery,2.0,Yes,Cart,No,
CUST00242,27.0,Female,Doha,Mobile,Email,4.0,Yes,Evening,21.87,6.0,Sports,nan,Yes,Digital Wallet,3.0,Yes,None,Yes,147.62
CUST00243,13.0,Male,Abu Dhabi,Mobile,Paid Search,1.0,No,Evening,,2.0,Beauty,Grocery,No,Digital Wallet,,No,Product Page,No,
CUST00244,36.0,Female,Riyadh,Mobile,Organic,4.0,Yes,Afternoon,18.87,7.0,Apparel,Toys,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00245,27.0,Female,London,Mobile,Email,4.0,Yes,Morning,21.7,5.0,Books,Electronics,Yes,Digital Wallet,3.0,Yes,None,Yes,41.15
CUST00246,53.0,Female,Muscat,Mobile,Organic,5.0,Yes,Night,56.93,12.0,Electronics,nan,No,Credit/Debit Card,3.0,Yes,None,Yes,406.94
CUST00247,30.0,Male,Kuwait City,Mobile,Social Media,1.0,No,Evening,33.75,7.0,Electronics,Books,No,Digital Wallet,,No,Product Page,No,
CUST00248,39.0,Male,Doha,Mobile,Organic,4.0,Yes,Evening,16.61,5.0,Electronics,Home & Kitchen,No,Digital Wallet,2.0,Yes,Cart,No,
CUST00249,35.0,Female,,Desktop,Referral,1.0,No,Evening,24.98,5.0,Electronics,nan,Yes,Digital Wallet,3.0,Yes,Cart,No,
CUST00250,38.0,Male,Muscat,Tablet,Organic,5.0,Yes,Morning,27.82,6.0,Electronics,Sports,Yes,BNPL,2.0,Yes,Cart,No,
CUST00251,42.0,Female,Dubai,Mobile,Email,5.0,Yes,Evening,14.65,5.0,Beauty,Apparel,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00252,29.0,Female,London,Mobile,Organic,4.0,Yes,Evening,23.2,4.0,Home & Kitchen,Beauty,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00253,32.0,Male,,Mobile,Organic,5.0,Yes,Evening,26.4,7.0,Beauty,nan,Yes,Credit/Debit Card,4.0,Yes,None,Yes,121.41
CUST00254,59.0,Female,Muscat,Mobile,Organic,3.0,Yes,Morning,14.13,5.0,Beauty,Grocery,Yes,BNPL,,No,Product Page,No,
CUST00255,33.0,Male,Dubai,Mobile,Social Media,2.0,Yes,Evening,13.83,,Beauty,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00256,36.0,Male,Sharjah,Desktop,Social Media,1.0,No,Morning,15.17,4.0,Electronics,nan,Yes,BNPL,,No,Product Page,No,
CUST00257,41.0,Other,Dubai,Desktop,Social Media,2.0,Yes,Evening,15.43,1.0,Beauty,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00258,45.0,Other,Doha,Mobile,Paid Search,1.0,No,Evening,9.51,1.0,Home & Kitchen,nan,No,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00259,36.0,Male,Muscat,Mobile,Paid Search,1.0,No,Morning,17.35,2.0,Grocery,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00260,44.0,Female,Doha,Desktop,Paid Search,1.0,No,Evening,17.38,4.0,Electronics,Home & Kitchen,Yes,Digital Wallet,,No,Product Page,No,
CUST00261,39.0,Female,Sharjah,Mobile,Direct,6.0,Yes,Afternoon,22.46,6.0,Electronics,nan,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00262,31.0,Male,Dubai,Mobile,Paid Search,1.0,No,Night,60.0,11.0,Beauty,Grocery,Yes,Digital Wallet,,No,Product Page,No,
CUST00263,15.0,Male,London,Tablet,Paid Search,1.0,No,Evening,7.94,2.0,Beauty,nan,Yes,Cash on Delivery,2.0,Yes,None,Yes,89.17
CUST00264,42.0,Female,Doha,Desktop,Paid Search,1.0,No,Afternoon,17.95,6.0,Apparel,Sports,Yes,Digital Wallet,,No,Product Page,No,
CUST00265,33.0,Male,Kuwait City,Desktop,Organic,7.0,Yes,Afternoon,33.63,6.0,Home & Kitchen,Toys,No,Credit/Debit Card,3.0,Yes,None,Yes,197.29
CUST00266,44.0,Female,Kuwait City,Mobile,Paid Search,1.0,No,Night,29.18,6.0,Electronics,Home & Kitchen,No,BNPL,3.0,Yes,Checkout,No,
CUST00267,31.0,Female,Kuwait City,Mobile,Social Media,1.0,No,Evening,,6.0,Grocery,nan,No,Digital Wallet,,No,Product Page,No,
CUST00268,51.0,Female,Sharjah,Mobile,Paid Search,1.0,No,Afternoon,5.08,1.0,Electronics,nan,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00269,41.0,Male,Doha,Mobile,Email,4.0,Yes,Morning,,4.0,Electronics,nan,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00270,26.0,Male,Riyadh,Mobile,Referral,2.0,Yes,Afternoon,,6.0,Electronics,Home & Kitchen,Yes,Digital Wallet,3.0,Yes,None,Yes,327.85
CUST00271,24.0,Male,Muscat,Desktop,Referral,1.0,No,Night,11.94,2.0,Apparel,Sports,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00272,44.0,Female,Kuwait City,Desktop,Social Media,3.0,Yes,Night,8.92,1.0,Electronics,Sports,No,Digital Wallet,,No,Product Page,No,
CUST00273,33.0,Female,Dubai,Mobile,Organic,4.0,Yes,Afternoon,15.86,4.0,Beauty,nan,Yes,Credit/Debit Card,4.0,Yes,None,Yes,95.56
CUST00274,51.0,Female,Abu Dhabi,Mobile,Organic,5.0,Yes,Afternoon,12.27,4.0,Books,nan,No,BNPL,3.0,Yes,Checkout,No,
CUST00275,47.0,Female,Dubai,Mobile,Social Media,2.0,Yes,Afternoon,7.91,2.0,Apparel,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00276,38.0,Male,Dubai,Desktop,Social Media,2.0,Yes,Night,67.29,17.0,Beauty,Grocery,No,Credit/Debit Card,,No,Product Page,No,
CUST00277,47.0,Female,Riyadh,Mobile,Paid Search,1.0,No,Evening,15.68,5.0,Electronics,Home & Kitchen,No,BNPL,1.0,Yes,Cart,No,
CUST00278,49.0,Female,Cairo,Desktop,Email,4.0,Yes,Evening,104.10996117819309,53.0,Apparel,Sports,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00279,51.0,Male,Dubai,Mobile,Paid Search,2.0,Yes,Evening,27.11,4.0,Apparel,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00280,35.0,Male,Sharjah,Mobile,Social Media,1.0,No,Night,51.35,11.0,Electronics,nan,No,BNPL,,No,Product Page,No,
CUST00281,24.0,Female,,Desktop,Social Media,3.0,Yes,Night,25.15,7.0,Beauty,Apparel,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00282,19.0,Female,Muscat,Mobile,Organic,5.0,Yes,Morning,35.04,11.0,Electronics,Books,No,Credit/Debit Card,2.0,Yes,None,Yes,386.52
CUST00283,49.0,Male,Sharjah,Mobile,Email,26.0,Yes,Night,15.83,4.0,Books,Grocery,No,Credit/Debit Card,,No,Product Page,No,
CUST00284,38.0,Female,Kuwait City,Desktop,Organic,4.0,Yes,Night,18.46,4.0,Beauty,nan,No,BNPL,,No,Product Page,No,
CUST00285,29.0,Male,Sharjah,Mobile,Organic,2.0,Yes,Afternoon,,6.0,Beauty,Apparel,No,Credit/Debit Card,,No,Product Page,No,
CUST00286,40.0,Male,Dubai,Mobile,Social Media,3.0,Yes,Night,25.9,7.0,Grocery,nan,Yes,Digital Wallet,4.0,Yes,Cart,No,
CUST00287,39.0,Female,Dubai,Mobile,Paid Search,1.0,No,Evening,23.03,7.0,Grocery,Beauty,No,Digital Wallet,4.0,Yes,Cart,No,
CUST00288,39.0,Female,Dubai,Mobile,Social Media,2.0,Yes,Night,15.52,1.0,Home & Kitchen,Grocery,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00289,34.0,Female,Abu Dhabi,Desktop,Referral,1.0,No,Afternoon,9.12,3.0,Home & Kitchen,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00290,45.0,Male,London,Desktop,Referral,2.0,Yes,Evening,15.59,3.0,Apparel,Beauty,No,BNPL,2.0,Yes,None,Yes,124.7
CUST00291,28.0,Male,Kuwait City,Desktop,Email,3.0,Yes,Morning,42.41,7.0,Beauty,Grocery,Yes,Digital Wallet,3.0,Yes,None,Yes,66.1
CUST00292,35.0,Male,Sharjah,Desktop,Paid Search,26.0,Yes,Night,14.87,7.0,Home & Kitchen,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00293,30.0,Male,Sharjah,Mobile,Paid Search,2.0,Yes,Night,16.88,6.0,Grocery,Toys,No,Credit/Debit Card,4.0,Yes,None,Yes,63.22
CUST00294,,Male,Dubai,Mobile,Social Media,1.0,No,Evening,6.58,1.0,Electronics,nan,No,Digital Wallet,1.0,Yes,Checkout,No,
CUST00295,31.0,Male,Doha,Desktop,Direct,5.0,Yes,Evening,15.93,4.0,Apparel,nan,No,Digital Wallet,3.0,Yes,Checkout,No,
CUST00296,26.0,Male,Kuwait City,Mobile,Organic,3.0,Yes,Evening,13.47,3.0,Apparel,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00297,41.0,Male,Dubai,Desktop,Direct,5.0,Yes,Afternoon,19.42,3.0,Sports,Electronics,No,Credit/Debit Card,,No,Product Page,No,
CUST00298,41.0,Female,Dubai,Desktop,Organic,5.0,Yes,Evening,21.58,5.0,Electronics,nan,Yes,BNPL,3.0,Yes,None,Yes,307.57
CUST00299,26.0,Male,Riyadh,Mobile,Paid Search,1.0,No,Evening,3.11,,Apparel,nan,Yes,Digital Wallet,2.0,Yes,None,Yes,71.39
CUST00300,49.0,Male,Riyadh,Mobile,Paid Search,1.0,No,Morning,20.57,4.0,Apparel,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00301,40.0,Female,Abu Dhabi,Mobile,Paid Search,1.0,No,Morning,19.84,6.0,Electronics,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00302,34.0,Male,Riyadh,Desktop,Organic,6.0,Yes,Evening,,5.0,Apparel,nan,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00303,22.0,Female,Riyadh,Mobile,Paid Search,2.0,Yes,Afternoon,8.21,,Home & Kitchen,nan,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00304,,Male,Dubai,Tablet,Email,2.0,Yes,Evening,13.08,5.0,Electronics,Home & Kitchen,No,Credit/Debit Card,,No,Product Page,No,
CUST00305,40.0,Male,,Mobile,Organic,5.0,Yes,Afternoon,71.18,12.0,Home & Kitchen,nan,No,Digital Wallet,2.0,Yes,Payment Gateway,No,
CUST00306,42.0,Male,Abu Dhabi,Tablet,Social Media,1.0,No,Morning,1.5,4.0,Grocery,nan,No,Digital Wallet,2.0,Yes,Cart,No,
CUST00307,43.0,Male,Cairo,Mobile,Paid Search,1.0,No,Evening,104.8216445694984,23.0,Grocery,nan,Yes,Digital Wallet,3.0,Yes,None,Yes,66.19
CUST00308,23.0,Female,Mumbai,Mobile,Paid Search,20.0,Yes,Evening,62.19,14.0,Home & Kitchen,Toys,No,Cash on Delivery,3.0,Yes,Payment Gateway,No,
CUST00309,35.0,Female,Cairo,Desktop,Email,6.0,Yes,Afternoon,73.16,15.0,Home & Kitchen,nan,Yes,Cash on Delivery,5.0,Yes,None,Yes,227.9
CUST00310,49.0,Male,Doha,Desktop,Social Media,1.0,No,Night,49.98,10.0,Apparel,Beauty,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00311,27.0,Male,Riyadh,Mobile,Social Media,1.0,No,Evening,18.64,5.0,Toys,Grocery,No,Credit/Debit Card,,No,Product Page,No,
CUST00312,37.0,Female,Doha,Desktop,Direct,20.0,Yes,Evening,12.8,4.0,Apparel,Beauty,No,Credit/Debit Card,,No,Product Page,No,
CUST00313,26.0,Male,London,Desktop,Organic,5.0,Yes,Morning,12.83,2.0,Apparel,nan,No,BNPL,,No,Product Page,No,
CUST00314,45.0,Female,Dubai,Mobile,Social Media,1.0,No,Evening,16.86,4.0,Electronics,nan,No,Digital Wallet,,No,Product Page,No,
CUST00315,38.0,Male,Sharjah,Mobile,Email,5.0,Yes,Morning,14.6,4.0,Apparel,nan,Yes,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00316,45.0,Female,Doha,Desktop,Email,4.0,Yes,Morning,51.96,11.0,Electronics,nan,No,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00317,43.0,Male,Doha,Mobile,Organic,2.0,Yes,Afternoon,12.65,7.0,Beauty,nan,No,Digital Wallet,,No,Product Page,No,
CUST00318,54.0,Male,Dubai,Mobile,Social Media,3.0,Yes,Afternoon,17.16,4.0,Home & Kitchen,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00319,55.0,Female,Riyadh,Desktop,Social Media,1.0,No,Night,28.51,4.0,Home & Kitchen,nan,Yes,Cash on Delivery,,No,Product Page,No,
CUST00320,25.0,Female,Kuwait City,Mobile,Email,4.0,Yes,Morning,38.44,7.0,Apparel,Sports,No,BNPL,3.0,Yes,None,Yes,176.92
CUST00321,42.0,Male,Sharjah,Mobile,Social Media,1.0,No,Afternoon,23.73,7.0,Sports,Electronics,No,Credit/Debit Card,2.0,Yes,None,Yes,162.7
CUST00322,56.0,Female,,Tablet,Organic,31.0,Yes,Night,25.22,5.0,Electronics,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00323,39.0,Female,Abu Dhabi,Mobile,Direct,4.0,Yes,Afternoon,137.98598343842656,27.0,Apparel,nan,No,Credit/Debit Card,2.0,Yes,Payment Gateway,No,
CUST00324,,Male,London,Desktop,Direct,2.0,Yes,Afternoon,34.09,10.0,Beauty,nan,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00325,35.0,Female,Sharjah,Desktop,Paid Search,1.0,No,Afternoon,18.65,5.0,Books,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00326,47.0,Male,,Mobile,Paid Search,2.0,Yes,Afternoon,20.41,4.0,Electronics,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00327,57.0,Female,Dubai,Mobile,Paid Search,1.0,No,Afternoon,12.52,1.0,Home & Kitchen,nan,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00328,29.0,Other,Dubai,Mobile,Email,4.0,Yes,Morning,18.0,6.0,Home & Kitchen,nan,Yes,Digital Wallet,,No,Product Page,No,
CUST00329,36.0,Male,Riyadh,Mobile,Social Media,2.0,Yes,Night,5.33,2.0,Books,nan,No,Cash on Delivery,,No,Product Page,No,
CUST00330,56.0,Male,Abu Dhabi,Desktop,Paid Search,1.0,No,Afternoon,9.09,5.0,Electronics,nan,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00331,42.0,Male,,Mobile,Paid Search,2.0,Yes,Afternoon,10.22,1.0,Apparel,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00332,44.0,Male,Dubai,Mobile,Social Media,2.0,Yes,Evening,13.15,,Electronics,Home & Kitchen,No,Credit/Debit Card,2.0,Yes,None,Yes,375.48
CUST00333,48.0,Female,Muscat,Mobile,Paid Search,1.0,No,Afternoon,5.62,3.0,Electronics,nan,No,Cash on Delivery,1.0,Yes,Checkout,No,
CUST00334,36.0,Male,Kuwait City,Mobile,Paid Search,2.0,Yes,Afternoon,8.93,5.0,Electronics,nan,No,Credit/Debit Card,,No,Product Page,No,
CUST00335,45.0,Male,Dubai,Mobile,Organic,4.0,Yes,Night,18.26,5.0,Grocery,nan,No,Credit/Debit Card,5.0,Yes,Checkout,No,
